"time","Graph 0",
2024-08-27T04:08:21.445Z,10010110.000000,
2024-08-27T04:08:21.503Z,11110110.000000,
2024-08-27T04:08:21.559Z,10011111.000000,
2024-08-27T04:08:21.610Z,10110111.000000,
2024-08-27T04:08:21.659Z,10010111.000000,
2024-08-27T04:08:21.710Z,11111111.000000,
2024-08-27T04:08:21.760Z,10011011.000000,
2024-08-27T04:08:21.809Z,11111111.000000,
2024-08-27T04:08:21.861Z,10010111.000000,
2024-08-27T04:08:21.909Z,10111011.000000,
2024-08-27T04:08:21.959Z,10011011.000000,
2024-08-27T04:08:22.008Z,10010011.000000,
2024-08-27T04:08:22.056Z,11111111.000000,
2024-08-27T04:08:22.105Z,10111101.000000,
2024-08-27T04:08:22.153Z,10010101.000000,
2024-08-27T04:08:22.201Z,10111001.000000,
2024-08-27T04:08:22.248Z,10111001.000000,
2024-08-27T04:08:22.294Z,10010001.000000,
2024-08-27T04:08:22.341Z,11111111.000000,
2024-08-27T04:08:22.388Z,10011110.000000,
2024-08-27T04:08:22.435Z,11111111.000000,
2024-08-27T04:08:22.482Z,10010110.000000,
2024-08-27T04:08:22.528Z,11110110.000000,
2024-08-27T04:08:22.572Z,10011111.000000,
2024-08-27T04:08:22.616Z,11111111.000000,
2024-08-27T04:08:22.666Z,10010111.000000,
2024-08-27T04:08:22.712Z,10111011.000000,
2024-08-27T04:08:22.756Z,10011011.000000,
2024-08-27T04:08:22.806Z,10110111.000000,
2024-08-27T04:08:22.853Z,10010111.000000,
2024-08-27T04:08:22.899Z,10011011.000000,
2024-08-27T04:08:22.947Z,11111111.000000,
2024-08-27T04:08:22.990Z,10110011.000000,
2024-08-27T04:08:23.035Z,10011101.000000,
2024-08-27T04:08:23.078Z,11110101.000000,
2024-08-27T04:08:23.126Z,10010101.000000,
2024-08-27T04:08:23.170Z,10111001.000000,
2024-08-27T04:08:23.215Z,10011001.000000,
2024-08-27T04:08:23.264Z,11110001.000000,
2024-08-27T04:08:23.311Z,10010001.000000,
2024-08-27T04:08:23.356Z,11110001.000000,
2024-08-27T04:08:23.400Z,10011110.000000,
2024-08-27T04:08:23.445Z,10111110.000000,
2024-08-27T04:08:23.488Z,10110110.000000,
2024-08-27T04:08:23.531Z,10010110.000000,
2024-08-27T04:08:23.576Z,10111111.000000,
2024-08-27T04:08:23.618Z,10011111.000000,
2024-08-27T04:08:23.660Z,10110111.000000,
2024-08-27T04:08:23.704Z,10010111.000000,
2024-08-27T04:08:23.749Z,10111011.000000,
2024-08-27T04:08:23.796Z,10011011.000000,
2024-08-27T04:08:23.842Z,10010111.000000,
2024-08-27T04:08:23.884Z,10110111.000000,
2024-08-27T04:08:23.948Z,10011011.000000,
2024-08-27T04:08:23.998Z,10110011.000000,
2024-08-27T04:08:24.052Z,10111101.000000,
2024-08-27T04:08:24.095Z,11111111.000000,
2024-08-27T04:08:24.136Z,10010101.000000,
2024-08-27T04:08:24.180Z,10111001.000000,
2024-08-27T04:08:24.222Z,10111001.000000,
2024-08-27T04:08:24.264Z,10010001.000000,
2024-08-27T04:08:24.308Z,10110001.000000,
2024-08-27T04:08:24.350Z,10011110.000000,
2024-08-27T04:08:24.394Z,11111111.000000,
2024-08-27T04:08:24.444Z,10010110.000000,
2024-08-27T04:08:24.492Z,11111111.000000,
2024-08-27T04:08:24.536Z,10011111.000000,
2024-08-27T04:08:24.579Z,11110111.000000,
2024-08-27T04:08:24.625Z,10010111.000000,
2024-08-27T04:08:24.670Z,10111011.000000,
2024-08-27T04:08:24.716Z,10111011.000000,
2024-08-27T04:08:24.760Z,10010111.000000,
2024-08-27T04:08:24.803Z,10111011.000000,
2024-08-27T04:08:24.844Z,10111011.000000,
2024-08-27T04:08:24.886Z,10010011.000000,
2024-08-27T04:08:24.932Z,10111101.000000,
2024-08-27T04:08:24.976Z,10111101.000000,
2024-08-27T04:08:25.019Z,10010101.000000,
2024-08-27T04:08:25.063Z,10111001.000000,
2024-08-27T04:08:25.107Z,10011001.000000,
2024-08-27T04:08:25.150Z,10110001.000000,
2024-08-27T04:08:25.193Z,10010001.000000,
2024-08-27T04:08:25.234Z,11111111.000000,
2024-08-27T04:08:25.279Z,10011110.000000,
2024-08-27T04:08:25.322Z,10011110.000000,
2024-08-27T04:08:25.365Z,10110110.000000,
2024-08-27T04:08:25.408Z,10010110.000000,
2024-08-27T04:08:25.453Z,11110111.000000,
2024-08-27T04:08:25.496Z,10011111.000000,
2024-08-27T04:08:25.546Z,11111111.000000,
2024-08-27T04:08:25.588Z,10010111.000000,
2024-08-27T04:08:25.631Z,11111111.000000,
2024-08-27T04:08:25.676Z,10011011.000000,
2024-08-27T04:08:25.719Z,11111111.000000,
2024-08-27T04:08:25.763Z,10010111.000000,
2024-08-27T04:08:25.811Z,10110111.000000,
2024-08-27T04:08:25.859Z,10011011.000000,
2024-08-27T04:08:25.909Z,11111111.000000,
2024-08-27T04:08:25.964Z,10010011.000000,
2024-08-27T04:08:26.011Z,10011101.000000,
2024-08-27T04:08:26.058Z,10010101.000000,
2024-08-27T04:08:26.106Z,10110101.000000,
2024-08-27T04:08:26.151Z,10011001.000000,
2024-08-27T04:08:26.197Z,11111111.000000,
2024-08-27T04:08:26.245Z,10010001.000000,
2024-08-27T04:08:26.291Z,10110001.000000,
2024-08-27T04:08:26.335Z,10011110.000000,
2024-08-27T04:08:26.379Z,10011110.000000,
2024-08-27T04:08:26.423Z,11111111.000000,
2024-08-27T04:08:26.469Z,10010110.000000,
2024-08-27T04:08:26.514Z,10010110.000000,
2024-08-27T04:08:26.562Z,10110110.000000,
2024-08-27T04:08:26.608Z,11111111.000000,
2024-08-27T04:08:26.652Z,10111111.000000,
2024-08-27T04:08:26.699Z,10011111.000000,
