"time","Graph 0",
2024-08-27T06:08:23.221Z,11111111.000000,
2024-08-27T06:08:23.246Z,11111111.000000,
2024-08-27T06:08:23.266Z,11111111.000000,
2024-08-27T06:08:23.286Z,11111111.000000,
2024-08-27T06:08:23.307Z,11111111.000000,
2024-08-27T06:08:23.325Z,11111111.000000,
2024-08-27T06:08:23.347Z,11111111.000000,
2024-08-27T06:08:23.367Z,11111111.000000,
2024-08-27T06:08:23.389Z,11111111.000000,
2024-08-27T06:08:23.412Z,11111111.000000,
2024-08-27T06:08:23.437Z,11111111.000000,
2024-08-27T06:08:23.463Z,11111111.000000,
2024-08-27T06:08:23.490Z,11111111.000000,
2024-08-27T06:08:23.533Z,11111111.000000,
2024-08-27T06:08:23.560Z,11111111.000000,
2024-08-27T06:08:23.587Z,11111111.000000,
2024-08-27T06:08:23.615Z,11111111.000000,
2024-08-27T06:08:23.644Z,11111111.000000,
2024-08-27T06:08:23.672Z,11111111.000000,
2024-08-27T06:08:23.700Z,11111111.000000,
2024-08-27T06:08:23.729Z,11111111.000000,
2024-08-27T06:08:23.758Z,11111111.000000,
2024-08-27T06:08:23.788Z,11111111.000000,
2024-08-27T06:08:23.820Z,11111111.000000,
2024-08-27T06:08:23.854Z,11111111.000000,
2024-08-27T06:08:23.886Z,11111111.000000,
2024-08-27T06:08:23.919Z,11111111.000000,
2024-08-27T06:08:23.955Z,11011111.000000,
2024-08-27T06:08:23.991Z,11011110.000000,
2024-08-27T06:08:24.028Z,11011100.000000,
2024-08-27T06:08:24.064Z,11011100.000000,
2024-08-27T06:08:24.100Z,11011100.000000,
2024-08-27T06:08:24.139Z,11011100.000000,
2024-08-27T06:08:24.178Z,11011000.000000,
2024-08-27T06:08:24.218Z,11011000.000000,
2024-08-27T06:08:24.258Z,11011000.000000,
2024-08-27T06:08:24.297Z,11011000.000000,
2024-08-27T06:08:24.336Z,11011000.000000,
2024-08-27T06:08:24.378Z,11011000.000000,
2024-08-27T06:08:24.421Z,11011000.000000,
2024-08-27T06:08:24.464Z,11011000.000000,
2024-08-27T06:08:24.508Z,11011000.000000,
2024-08-27T06:08:24.555Z,11011000.000000,
2024-08-27T06:08:24.602Z,11011000.000000,
2024-08-27T06:08:24.648Z,11011000.000000,
2024-08-27T06:08:24.697Z,11011000.000000,
2024-08-27T06:08:24.745Z,11011000.000000,
2024-08-27T06:08:24.796Z,11011000.000000,
2024-08-27T06:08:24.853Z,11011000.000000,
2024-08-27T06:08:24.914Z,11011000.000000,
2024-08-27T06:08:24.974Z,11011000.000000,
2024-08-27T06:08:25.029Z,11011000.000000,
2024-08-27T06:08:25.090Z,11011000.000000,
2024-08-27T06:08:25.144Z,11011000.000000,
2024-08-27T06:08:25.194Z,11011000.000000,
2024-08-27T06:08:25.255Z,11011000.000000,
2024-08-27T06:08:25.314Z,11011000.000000,
2024-08-27T06:08:25.374Z,11011000.000000,
