"time","Graph 0",
2024-08-27T06:08:47.668Z,11110000.000000,
2024-08-27T06:08:47.715Z,11110000.000000,
2024-08-27T06:08:47.761Z,11110000.000000,
2024-08-27T06:08:47.806Z,11110000.000000,
2024-08-27T06:08:47.850Z,11110000.000000,
2024-08-27T06:08:47.901Z,11110000.000000,
2024-08-27T06:08:47.946Z,11110000.000000,
2024-08-27T06:08:47.994Z,11110000.000000,
2024-08-27T06:08:48.041Z,11110000.000000,
2024-08-27T06:08:48.097Z,11110000.000000,
2024-08-27T06:08:48.150Z,11110000.000000,
2024-08-27T06:08:48.201Z,11110000.000000,
2024-08-27T06:08:48.254Z,11110000.000000,
2024-08-27T06:08:48.309Z,11110000.000000,
2024-08-27T06:08:48.361Z,11110000.000000,
2024-08-27T06:08:48.415Z,11110000.000000,
2024-08-27T06:08:48.471Z,11110000.000000,
2024-08-27T06:08:48.527Z,11110000.000000,
2024-08-27T06:08:48.584Z,11110000.000000,
2024-08-27T06:08:48.644Z,11110000.000000,
2024-08-27T06:08:48.705Z,11110000.000000,
2024-08-27T06:08:48.770Z,11110000.000000,
2024-08-27T06:08:48.833Z,11110000.000000,
2024-08-27T06:08:48.897Z,11110000.000000,
2024-08-27T06:08:48.963Z,11110000.000000,
2024-08-27T06:08:49.027Z,11110000.000000,
2024-08-27T06:08:49.092Z,11110000.000000,
2024-08-27T06:08:49.159Z,11110000.000000,
2024-08-27T06:08:49.227Z,11110000.000000,
2024-08-27T06:08:49.305Z,11110000.000000,
2024-08-27T06:08:49.378Z,11110000.000000,
2024-08-27T06:08:49.453Z,11110000.000000,
2024-08-27T06:08:49.527Z,11110000.000000,
2024-08-27T06:08:49.600Z,11110000.000000,
2024-08-27T06:08:49.676Z,11110000.000000,
2024-08-27T06:08:49.752Z,11110000.000000,
2024-08-27T06:08:49.826Z,11110000.000000,
2024-08-27T06:08:49.901Z,11110000.000000,
2024-08-27T06:08:49.973Z,11111111.000000,
2024-08-27T06:08:50.045Z,1101000.000000,
2024-08-27T06:08:50.115Z,1101100.000000,
2024-08-27T06:08:50.186Z,1111100.000000,
2024-08-27T06:08:50.259Z,1111000.000000,
2024-08-27T06:08:50.327Z,1111100.000000,
2024-08-27T06:08:50.395Z,10001100.000000,
2024-08-27T06:08:50.461Z,10001000.000000,
2024-08-27T06:08:50.529Z,10001000.000000,
2024-08-27T06:08:50.598Z,10001000.000000,
2024-08-27T06:08:50.668Z,10001000.000000,
2024-08-27T06:08:50.739Z,10001000.000000,
2024-08-27T06:08:50.809Z,10001000.000000,
2024-08-27T06:08:50.877Z,10001000.000000,
2024-08-27T06:08:50.945Z,11111111.000000,
2024-08-27T06:08:51.011Z,10011000.000000,
2024-08-27T06:08:51.074Z,11011111.000000,
2024-08-27T06:08:51.138Z,10101000.000000,
2024-08-27T06:08:51.200Z,10101000.000000,
2024-08-27T06:08:51.264Z,11111111.000000,
2024-08-27T06:08:51.327Z,10111000.000000,
2024-08-27T06:08:51.390Z,10111000.000000,
2024-08-27T06:08:51.451Z,10111100.000000,
2024-08-27T06:08:51.514Z,11001111.000000,
2024-08-27T06:08:51.575Z,11001100.000000,
2024-08-27T06:08:51.644Z,11001000.000000,
2024-08-27T06:08:51.722Z,11001000.000000,
2024-08-27T06:08:51.788Z,11111111.000000,
2024-08-27T06:08:51.851Z,11011000.000000,
2024-08-27T06:08:51.920Z,11011000.000000,
2024-08-27T06:08:51.993Z,11111111.000000,
2024-08-27T06:08:52.064Z,11101000.000000,
2024-08-27T06:08:52.135Z,11101000.000000,
2024-08-27T06:08:52.197Z,11101100.000000,
2024-08-27T06:08:52.259Z,11010111.000000,
2024-08-27T06:08:52.317Z,11010100.000000,
2024-08-27T06:08:52.385Z,11010000.000000,
2024-08-27T06:08:52.465Z,11010000.000000,
2024-08-27T06:08:52.536Z,11111111.000000,
2024-08-27T06:08:52.611Z,11100000.000000,
2024-08-27T06:08:52.672Z,11100000.000000,
2024-08-27T06:08:52.739Z,11111111.000000,
2024-08-27T06:08:52.830Z,11110100.000000,
2024-08-27T06:08:52.913Z,11110000.000000,
2024-08-27T06:08:52.980Z,11110100.000000,
2024-08-27T06:08:53.043Z,11111111.000000,
2024-08-27T06:08:53.124Z,1101100.000000,
2024-08-27T06:08:53.202Z,1101000.000000,
2024-08-27T06:08:53.281Z,11111111.000000,
2024-08-27T06:08:53.357Z,1111000.000000,
2024-08-27T06:08:53.429Z,11111111.000000,
2024-08-27T06:08:53.507Z,10001000.000000,
2024-08-27T06:08:53.590Z,10001000.000000,
2024-08-27T06:08:53.658Z,11111111.000000,
2024-08-27T06:08:53.731Z,10011000.000000,
2024-08-27T06:08:53.812Z,10011000.000000,
2024-08-27T06:08:53.893Z,10011100.000000,
2024-08-27T06:08:53.965Z,10101100.000000,
2024-08-27T06:08:54.029Z,10101000.000000,
2024-08-27T06:08:54.109Z,10101111.000000,
2024-08-27T06:08:54.178Z,10111100.000000,
2024-08-27T06:08:54.253Z,10111000.000000,
2024-08-27T06:08:54.314Z,10111100.000000,
2024-08-27T06:08:54.374Z,11001100.000000,
2024-08-27T06:08:54.430Z,11001000.000000,
2024-08-27T06:08:54.489Z,11001000.000000,
